,Fold,Sentence_ID,Sentence,E1,E2,isValid
0,1,HPRD50.d29.s2,Dnmt3a is modified by SUMO-1 in vivo and in vitro and the region of Dnmt3a responsible for interaction maps to the N-terminal regulatory domain,SUMO-1,Dnmt3a,False
0,1,HPRD50.d29.s3,"Functionally, sumoylation of Dnmt3a disrupts its ability to interact with histone deacetylases (HDAC1/2), but not with another interaction partner, Dnmt3b",Dnmt3a,HDAC1,True
0,1,HPRD50.d29.s3,"Functionally, sumoylation of Dnmt3a disrupts its ability to interact with histone deacetylases (HDAC1/2), but not with another interaction partner, Dnmt3b",Dnmt3a,Dnmt3b,False
0,1,HPRD50.d29.s3,"Functionally, sumoylation of Dnmt3a disrupts its ability to interact with histone deacetylases (HDAC1/2), but not with another interaction partner, Dnmt3b",HDAC1,Dnmt3b,False
0,6,HPRD50.d30.s0,The tyrosine kinase Tyk-2 is physically associated with the Type I interferon (IFN) receptor complex and is rapidly activated during IFN alpha stimulation,Tyk-2,IFN,True
0,6,HPRD50.d30.s0,The tyrosine kinase Tyk-2 is physically associated with the Type I interferon (IFN) receptor complex and is rapidly activated during IFN alpha stimulation,Tyk-2,IFN alpha,True
0,6,HPRD50.d30.s0,The tyrosine kinase Tyk-2 is physically associated with the Type I interferon (IFN) receptor complex and is rapidly activated during IFN alpha stimulation,IFN,IFN alpha,False
0,6,HPRD50.d31.s0,Raf1 interaction with Cdc25 phosphatase ties mitogenic signal transduction to cell cycle activation,Raf1,Cdc25,True
0,6,HPRD50.d31.s1,We show here that Cdc25 phosphatase associates with raf1 in somatic mammalian cells and in meiotic frog oocytes,Cdc25,raf1,True
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",perlecan,biglycan,False
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",perlecan,decorin,False
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",perlecan,versican,False
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",biglycan,decorin,False
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",biglycan,versican,False
0,4,HPRD50.d32.s0,"Differential binding of vascular cell-derived proteoglycans (perlecan, biglycan, decorin, and versican) to the beta-amyloid protein of Alzheimer's disease",decorin,versican,False
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",perlecan,heparan sulfate proteoglycan,False
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",perlecan,beta-amyloid,True
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",perlecan,amyloid,True
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",heparan sulfate proteoglycan,beta-amyloid,True
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",heparan sulfate proteoglycan,amyloid,True
0,4,HPRD50.d32.s1,"Previous studies have demonstrated the immunolocalization of perlecan, a specific heparan sulfate proteoglycan, to the beta-amyloid protein (A beta)-containing amyloid deposits within the walls of blood vessels (i.e., congophilic angiopathy) in Alzheimer's disease (AD) brain",beta-amyloid,amyloid,False
0,4,HPRD50.d32.s2,"Overall, the results indicate that specific vascular cell-derived PGs differentially interact with A beta, and that the interactions of highest affinity occur between A beta and binding sites on both the core protein and glycosaminoglycan chains of perlecan",PGs,perlecan,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",SMC,PGs,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",SMC,amyloid,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",SMC,perlecan,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",PGs,amyloid,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",PGs,perlecan,False
0,4,HPRD50.d32.s3,"In the present investigation, the differential binding of previously characterized endothelial cell (EC)- and smooth muscle cell (SMC)-derived PGs to A beta was examined to determine whether the accumulation of A beta in cerebrovascular amyloid deposits may be due to its interactions with perlecan",amyloid,perlecan,False
0,4,HPRD50.d32.s4,"Pretreatment of AA amyloidotic splenic and liver tissue sections with synthetic A beta (1-28) produced strong immunoreactivity with A beta antibodies at tissue sites enriched in perlecan which was partially removed by pretreatment with heparitinase, but not by chondroitin ABC lyase",perlecan,ABC,False
0,4,HPRD50.d32.s5,"[35S]-Sulfate labeled proteoglycans (PGs) derived from cultured ECs and SMCs bound to affinity columns containing A beta (1-28) or (1-40), with virtually no binding to A beta (40-1) (reverse peptide), beta-amyloid precursor protein (410-429), or bovine serum albumin",PGs,serum albumin,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,PGs,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,perlecan,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,decorin,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,biglycan,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,versican,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",SMC,PG-M,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",PGs,perlecan,True
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",PGs,decorin,True
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",PGs,biglycan,True
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",PGs,versican,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",PGs,PG-M,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",perlecan,decorin,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",perlecan,biglycan,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",perlecan,versican,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",perlecan,PG-M,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",decorin,biglycan,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",decorin,versican,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",decorin,PG-M,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",biglycan,versican,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",biglycan,PG-M,False
0,4,HPRD50.d32.s6,"Characterization of EC and SMC PGs bound to A beta (1-28) revealed strong binding by perlecan, weak binding by decorin and biglycan, two dermatan sulfate proteoglycans, and lack of binding by versican/PG-M, a large chondroitin sulfate proteoglycan",versican,PG-M,False
0,2,HPRD50.d33.s0,"Cross-linking of CD53 with the use of the mAb MEM-53 and a polyclonal sheep anti-mouse Ig promoted activation of resting B cells into the G1 phase of the cell cycle as judged by increased expression of the early activation Ag CD69, increases in cellular volume, RNA synthesis, and c-myc protein levels, and enhanced binding of 7-aminoactinomycin D",CD53,CD69,True
0,2,HPRD50.d33.s0,"Cross-linking of CD53 with the use of the mAb MEM-53 and a polyclonal sheep anti-mouse Ig promoted activation of resting B cells into the G1 phase of the cell cycle as judged by increased expression of the early activation Ag CD69, increases in cellular volume, RNA synthesis, and c-myc protein levels, and enhanced binding of 7-aminoactinomycin D",CD53,c-myc,True
0,2,HPRD50.d33.s0,"Cross-linking of CD53 with the use of the mAb MEM-53 and a polyclonal sheep anti-mouse Ig promoted activation of resting B cells into the G1 phase of the cell cycle as judged by increased expression of the early activation Ag CD69, increases in cellular volume, RNA synthesis, and c-myc protein levels, and enhanced binding of 7-aminoactinomycin D",CD69,c-myc,False
0,2,HPRD50.d33.s1,"However, cytokines, in particular IL-2 and IL-4, potentiated the DNA synthesis induced by cross-linking of CD53",IL-2,IL-4,False
0,2,HPRD50.d33.s1,"However, cytokines, in particular IL-2 and IL-4, potentiated the DNA synthesis induced by cross-linking of CD53",IL-2,CD53,True
0,2,HPRD50.d33.s1,"However, cytokines, in particular IL-2 and IL-4, potentiated the DNA synthesis induced by cross-linking of CD53",IL-4,CD53,True
0,2,HPRD50.d34.s0,The human apoB mRNA editing protein is a cytidine deaminase showing structural homology to some known mammalian and bacteriophage deoxycytidylate deaminases,apoB,cytidine deaminase,False
0,2,HPRD50.d34.s1,The fact that the apoB mRNA editing protein also exists as a homodimer has important implications for the mechanism of apoB mRNA editing in humans,apoB,homodimer,False
0,2,HPRD50.d34.s1,The fact that the apoB mRNA editing protein also exists as a homodimer has important implications for the mechanism of apoB mRNA editing in humans,apoB,apoB,False
0,2,HPRD50.d34.s1,The fact that the apoB mRNA editing protein also exists as a homodimer has important implications for the mechanism of apoB mRNA editing in humans,homodimer,apoB,False
0,3,HPRD50.d35.s0,"Assignment of Etfdh, Etfb, and Etfa to chromosomes 3, 7, and 13: the mouse homologs of genes responsible for glutaric acidemia type II in human",Etfdh,Etfb,False
0,3,HPRD50.d35.s1,"We used cDNA probes for the Etfdh, Etfb, and Etfa genes to determine localization of these mouse genes to chromosomes 3, 7, and 13",Etfdh,Etfb,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",involucrin,cystatin alpha,True
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",involucrin,desmoplakin,True
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",involucrin,elafin,True
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",involucrin,loricrin,True
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",involucrin,desmoplakin,True
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",cystatin alpha,desmoplakin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",cystatin alpha,elafin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",cystatin alpha,loricrin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",cystatin alpha,desmoplakin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",desmoplakin,elafin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",desmoplakin,loricrin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",desmoplakin,desmoplakin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",elafin,loricrin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",elafin,desmoplakin,False
0,7,HPRD50.d38.s0,"Subsequent amino acid sequencing revealed many peptides involving involucrin cross-linked either to itself or to a variety of other known CE protein components, including cystatin alpha, desmoplakin, elafin, keratins, members of the small proline-rich superfamily, loricrin, and unknown proteins related to the desmoplakin family",loricrin,desmoplakin,False
0,7,HPRD50.d38.s1,"Specific glutamines or lysines of involucrin were used to cross-link the different proteins, such as glutamines 495 and 496 to desmoplakin, glutamine 288 to keratins, and lysines 468, 485, and 508 and glutamines 465 and 489 for interchain involucrin cross-links",involucrin,desmoplakin,False
0,7,HPRD50.d38.s1,"Specific glutamines or lysines of involucrin were used to cross-link the different proteins, such as glutamines 495 and 496 to desmoplakin, glutamine 288 to keratins, and lysines 468, 485, and 508 and glutamines 465 and 489 for interchain involucrin cross-links",involucrin,involucrin,False
0,7,HPRD50.d38.s1,"Specific glutamines or lysines of involucrin were used to cross-link the different proteins, such as glutamines 495 and 496 to desmoplakin, glutamine 288 to keratins, and lysines 468, 485, and 508 and glutamines 465 and 489 for interchain involucrin cross-links",desmoplakin,involucrin,False
0,10,HPRD50.d39.s0,"A prominent isolate, designated SRcyp/CASP10, specifically interacts with the CTD not only in vivo but also in vitro",SRcyp,CASP10,False
0,10,HPRD50.d39.s0,"A prominent isolate, designated SRcyp/CASP10, specifically interacts with the CTD not only in vivo but also in vitro",SRcyp,CTD,True
0,10,HPRD50.d39.s0,"A prominent isolate, designated SRcyp/CASP10, specifically interacts with the CTD not only in vivo but also in vitro",CASP10,CTD,True
0,10,HPRD50.d39.s1,SRcyp is a nuclear protein with a characteristic distribution in large irregularly shaped nuclear speckles and co-localizes perfectly with the SR domain-containing splicing factor SC35,SRcyp,splicing factor SC35,False
0,8,HPRD50.d40.s0,Transient expression of the full-length E2-2 without RSRS in U1240MG glioblastoma cells resulted in repression of FGF-1.B promoter activity,E2-2,FGF-1.B,True
0,8,HPRD50.d40.s1,These results suggest that the relative abundance of the two splice variants of E2-2 in brain could be an important determinant for the expression of FGF-1,E2-2,FGF-1,True
0,10,HPRD50.d6.s0,"Regulation of neutrophil adhesion by pituitary growth hormone accompanies tyrosine phosphorylation of Jak2, p125FAK, and paxillin",Jak2,paxillin,False
0,10,HPRD50.d6.s1,"These results suggest that pituitary GH modulates neutrophil adhesion through tyrosine phosphorylation of Jak2, p125FAK, and paxillin and actin polymerization",Jak2,paxillin,False
0,10,HPRD50.d6.s2,Pituitary GH triggered the tyrosine phosphorylation of Janus kinase 2 (Jak2) and STAT3 in neutrophils,Janus kinase 2,Jak2,False
0,10,HPRD50.d6.s2,Pituitary GH triggered the tyrosine phosphorylation of Janus kinase 2 (Jak2) and STAT3 in neutrophils,Janus kinase 2,STAT3,False
0,10,HPRD50.d6.s2,Pituitary GH triggered the tyrosine phosphorylation of Janus kinase 2 (Jak2) and STAT3 in neutrophils,Jak2,STAT3,False
0,10,HPRD50.d6.s3,"Preincubation with genistein, a tyrosine kinase inhibitor, blocked the GH-stimulated adhesion and Jak2, STAT3, p125FAK, and paxillin phosphorylation",Jak2,STAT3,False
0,10,HPRD50.d6.s3,"Preincubation with genistein, a tyrosine kinase inhibitor, blocked the GH-stimulated adhesion and Jak2, STAT3, p125FAK, and paxillin phosphorylation",Jak2,paxillin,False
0,10,HPRD50.d6.s3,"Preincubation with genistein, a tyrosine kinase inhibitor, blocked the GH-stimulated adhesion and Jak2, STAT3, p125FAK, and paxillin phosphorylation",STAT3,paxillin,False
0,10,HPRD50.d6.s4,Immunoprecipitation experiments revealed a physical association of Jak2 with p125FAK via STAT3 in vivo,Jak2,STAT3,True
0,10,HPRD50.d10.s0,Cutting edge: CD43 functions as a T cell counterreceptor for the macrophage adhesion receptor sialoadhesin (Siglec-1),CD43,sialoadhesin,True
0,10,HPRD50.d10.s0,Cutting edge: CD43 functions as a T cell counterreceptor for the macrophage adhesion receptor sialoadhesin (Siglec-1),CD43,Siglec-1,True
0,10,HPRD50.d10.s0,Cutting edge: CD43 functions as a T cell counterreceptor for the macrophage adhesion receptor sialoadhesin (Siglec-1),sialoadhesin,Siglec-1,False
0,10,HPRD50.d10.s1,"The 130- and 240-kDa sialoadhesin-binding glycoproteins were identified as the sialomucins CD43 and P-selectin glycoprotein ligand 1 (CD162), respectively",CD43,P-selectin glycoprotein ligand 1,False
0,10,HPRD50.d10.s1,"The 130- and 240-kDa sialoadhesin-binding glycoproteins were identified as the sialomucins CD43 and P-selectin glycoprotein ligand 1 (CD162), respectively",CD43,CD162,False
0,10,HPRD50.d10.s1,"The 130- and 240-kDa sialoadhesin-binding glycoproteins were identified as the sialomucins CD43 and P-selectin glycoprotein ligand 1 (CD162), respectively",P-selectin glycoprotein ligand 1,CD162,False
0,10,HPRD50.d10.s2,CD43 expressed in COS cells supported increased binding to immobilized sialoadhesin,CD43,sialoadhesin,True
0,10,HPRD50.d10.s3,"Finally, sialoadhesin bound different glycoforms of CD43 expressed in Chinese hamster ovary cells, including unbranched (core 1) and branched (core 2) O:-linked glycans, that are normally found on CD43 in resting and activated T cells, respectively",sialoadhesin,CD43,True
0,10,HPRD50.d10.s3,"Finally, sialoadhesin bound different glycoforms of CD43 expressed in Chinese hamster ovary cells, including unbranched (core 1) and branched (core 2) O:-linked glycans, that are normally found on CD43 in resting and activated T cells, respectively",sialoadhesin,CD43,False
0,10,HPRD50.d10.s3,"Finally, sialoadhesin bound different glycoforms of CD43 expressed in Chinese hamster ovary cells, including unbranched (core 1) and branched (core 2) O:-linked glycans, that are normally found on CD43 in resting and activated T cells, respectively",CD43,CD43,False
0,10,HPRD50.d10.s4,These results identify CD43 as a T cell counterreceptor for sialoadhesin and suggest that in addition to its anti-adhesive role CD43 may promote cell-cell interactions,CD43,sialoadhesin,True
0,10,HPRD50.d10.s4,These results identify CD43 as a T cell counterreceptor for sialoadhesin and suggest that in addition to its anti-adhesive role CD43 may promote cell-cell interactions,CD43,CD43,False
0,10,HPRD50.d10.s4,These results identify CD43 as a T cell counterreceptor for sialoadhesin and suggest that in addition to its anti-adhesive role CD43 may promote cell-cell interactions,sialoadhesin,CD43,False
0,5,HPRD50.d15.s0,"Physical association of beta 2 integrin with GPI-80, a novel glycosylphosphatidylinositol-anchored protein with potential for regulating adhesion and migration",beta 2 integrin,GPI-80,True
0,5,HPRD50.d15.s1,"To clarify the mechanisms by which GPI-80 functions on leukocytes, we explored the possibility of its physical association with beta 2 integrin which is important for leukocyte adherence, locomotion, and extravasation",GPI-80,beta 2 integrin,True
0,5,HPRD50.d15.s2,"beta 2 integrin, detected by anti-CD18 mAb, was coprecipitated with GPI-80 from human neutrophil lysates by a mAb to GPI-80",beta 2 integrin,GPI-80,True
0,5,HPRD50.d15.s2,"beta 2 integrin, detected by anti-CD18 mAb, was coprecipitated with GPI-80 from human neutrophil lysates by a mAb to GPI-80",beta 2 integrin,GPI-80,False
0,5,HPRD50.d15.s2,"beta 2 integrin, detected by anti-CD18 mAb, was coprecipitated with GPI-80 from human neutrophil lysates by a mAb to GPI-80",GPI-80,GPI-80,False
0,5,HPRD50.d15.s3,"In addition, GPI-80 was immunoprecipitated from human neutrophil lysates by anti-human CD18 mAb",GPI-80,CD18,True
0,5,HPRD50.d15.s4,These results clearly show that GPI-80 is physically associated with beta 2 integrin in human neutrophils,GPI-80,beta 2 integrin,True
0,4,HPRD50.d17.s0,DGKdelta (type II isozyme) contains a pleckstrin homology domain at the N terminus and a sterile alpha motif domain at the C terminus,DGKdelta,pleckstrin,False
0,3,HPRD50.d28.s0,We report that MSH2 (MutS homolog 2) protein interacts with the ATR (ATM- and Rad3-related) kinase to form a signaling module and regulate the phosphorylation of Chk1 and SMC1 (structure maintenance of chromosome 1),MSH2,Chk1,True
0,3,HPRD50.d28.s0,We report that MSH2 (MutS homolog 2) protein interacts with the ATR (ATM- and Rad3-related) kinase to form a signaling module and regulate the phosphorylation of Chk1 and SMC1 (structure maintenance of chromosome 1),MSH2,SMC1,True
0,3,HPRD50.d28.s0,We report that MSH2 (MutS homolog 2) protein interacts with the ATR (ATM- and Rad3-related) kinase to form a signaling module and regulate the phosphorylation of Chk1 and SMC1 (structure maintenance of chromosome 1),Chk1,SMC1,False
0,3,HPRD50.d28.s1,We found that phosphorylation of Chk1 by ATR also requires checkpoint proteins Rad17 and replication protein A,Chk1,Rad17,True
0,3,HPRD50.d28.s2,"In contrast, phosphorylation of SMC1 by ATR is independent of Rad17 and replication protein A, suggesting that the signaling pathway leading to SMC1 phosphorylation is distinct from that mediated by the checkpoint proteins",SMC1,Rad17,False
0,3,HPRD50.d28.s2,"In contrast, phosphorylation of SMC1 by ATR is independent of Rad17 and replication protein A, suggesting that the signaling pathway leading to SMC1 phosphorylation is distinct from that mediated by the checkpoint proteins",SMC1,SMC1,False
0,3,HPRD50.d28.s2,"In contrast, phosphorylation of SMC1 by ATR is independent of Rad17 and replication protein A, suggesting that the signaling pathway leading to SMC1 phosphorylation is distinct from that mediated by the checkpoint proteins",Rad17,SMC1,False
0,3,HPRD50.d28.s3,"In addition, both MSH2 and Rad17 are required for the activation of the S-phase checkpoint to suppress DNA synthesis in response to MNNG, and phosphorylation of SMC1 is required for cellular survival",MSH2,Rad17,False
0,3,HPRD50.d28.s3,"In addition, both MSH2 and Rad17 are required for the activation of the S-phase checkpoint to suppress DNA synthesis in response to MNNG, and phosphorylation of SMC1 is required for cellular survival",MSH2,SMC1,False
