Fold_no,Sentence_ID,Sentence
7,IEPA.d40.s97,"There was a 98% greater augmentation of insulin secretion by 16.7 mM glucose (in the presence of diazoxide and 40 mM K+) in primed islets; however, the ability of high glucose to augment PLC activity bore no relationship to the secretory response"
7,IEPA.d40.s98,"MPA markedly inhibited PLC in both conditions; however, insulin secretion was only inhibited (by 46%) in primed islets"
7,IEPA.d40.s99,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced insulin secretion in primed islets but that PLC activation can clearly be dissociated from insulin secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced insulin secretion
7,IEPA.d41.s100,Regulation of insulin secretion via ATP-sensitive K+ channel independent mechanisms: role of phospholipase C
7,IEPA.d41.s101,"The further addition of carbachol, an agonist that activates an isozyme of phospholipase C distinct from that activated by glucose, together with K+, 20 mM glucose, plus diazoxide resulted in a sustained amplification of insulin secretion from mouse but not rat islets"
7,IEPA.d41.s102,"The inability to activate a nutrient- and calcium-regulated phospholipase C isozyme in mouse islets to the same extent as in rat islets appears to account, at least in part, for these different insulin secretory responses under these unique conditions"
7,IEPA.d44.s112,"Further, the oxytocin-induced activation of IK(sl) was effectively antagonized by 5 x 10(-8) mol/l U-73122 or 5 x 10(-6) mol/l 2-nitro-4-carboxyphenyl N,N-diphenylcarbamate (inhibitors of the cell membrane phospholipase C), as well as by intracellularly applied heparin (selective inhibitor of inositol-1,4,5-trisphosphate (IP3)-induced Ca2+ release channels)"
7,IEPA.d44.s113,"The data obtained suggest (i) that selective oxytocin receptors are present on the membranes of guinea-pig antral smooth muscle cells, (ii) that the oxytocin-related relaxation may result from the activation of Ca(2+)-sensitive K+ conductivity via activation of IP3-induced release of Ca2+ from the submembrane located cisternae of the sarcoplasmic reticulum Ca2+ stores and (iii) in turn, this evokes a non-inactivating component of IK, hyperpolarizing the cell membrane"
7,IEPA.d88.s207,"To elucidate the pathophysiologic significance of UCP3 and UCP2 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with leptin receptor defect, and investigated expression of the genes encoding UCP3 and UCP2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative"
7,IEPA.d88.s208,"These results clearly demonstrate that UCP3 gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with leptin receptor defect, and that adipose UCP3 gene expression is increased in response to TZDs in vitro"
7,IEPA.d99.s237,Enhanced phosphoinositide hydrolysis via overexpression of phospholipase C beta1 or delta1 inhibits stimulus-induced insulin release in insulinoma MIN6 cells.
7,IEPA.d99.s238,"To study the effects of enhanced phosphoinositide hydrolysis on insulin secretion, phosphoinositide-specific phospholipase Cbeta1 (PLCbeta1) or PLCdelta1 was overexpressed in insulinoma MIN6 cells via adenoviral vectors."
7,IEPA.d111.s269,"Plasma oxytocin, and some functionally related peptides (CCK, gastrin, somatostatin and insulin), were measured by standard radioimmunoassay techniques"
7,IEPA.d119.s287,The gibberellin-responsive elements conserved in cereal alpha-amylase genes are not included in the 5'-upstream region of Rep1 or RepA
7,IEPA.d141.s338,Tolbutamide and diazoxide modulate phospholipase C-linked Ca(2+) signaling and insulin secretion in beta-cells
7,IEPA.d141.s339,"We examined whether tolbutamide and diazoxide, which close or open ATP-sensitive K(+) channels (K(ATP) channels), respectively, interact with PLC-linked Ca(2+) signals in HIT-T15 and mouse beta-cells and with PLC-linked insulin secretion from HIT-T15 cells"
7,IEPA.d141.s340,"Thus tolbutamide and diazoxide regulate both PLC-linked Ca(2+) signaling and insulin secretion from pancreatic beta-cells by modulating K(ATP) channels, thereby determining voltage-sensitive Ca(2+) influx"
7,IEPA.d152.s368,"We examined for the first time in young men effects of intravenous injections of NPY (4x50 or 100 microg, n = 9 and 11, respectively, at 22.00, 23.00, 24.00 and 01.00 compared to saline) on the sleep electroencephalogram (EEG; recorded from 23.00 to 07.00) and nocturnal secretion of adrenocorticotrophic hormone (ACTH), cortisol, growth hormone (GH), prolactin and leptin"
7,IEPA.d184.s441,These results suggest that T3 may increase UCP family expression independent of leptin action
7,IEPA.d190.s454,Leptin effects on pulsatile gonadotropin releasing hormone secretion from the adult rat hypothalamus and interaction with cocaine and amphetamine regulated transcript peptide and neuropeptide Y [In Process Citation]
7,IEPA.d190.s455,Leptin may act as a negative feedback signal to the hypothalamic control of appetite through suppression of neuropeptide Y (NPY) secretion and stimulation of cocaine and amphetamine regulated transcript (CART).
7,IEPA.d190.s456,"We aimed at studying the effects of leptin, CART and NPY on the hypothalamic control of the pituitary-gonadal system."
7,IEPA.d190.s457,The increase in GnRH pulse amplitude caused by leptin was totally prevented by coincubation with an anti-CART antiserum whereas it was not affected by coincubation with the NPY Y5-receptor antagonist (10(-7) M).
7,IEPA.d190.s458,"In conclusion, leptin and NPY show separate permissive effects on GnRH secretion in the adult rat hypothalamus."
7,IEPA.d199.s484,The induction of alpha-amylase triggered by gibberellic acid in barley embryos is repressed by sugars
7,IEPA.d199.s485,"Our results indicate that glucose represses gibberellin signalling late along this hormone transduction pathway, downstream of transcription of the gibberellin-modulated transcriptional activator (GAMYB) needed for alpha-amylase induction"
7,IEPA.d68.s169,"The results demonstrate that potent antioxidants, such as flavonoids, protect MM-LDL from lipoperoxidation and preserve their ability to efficiently deliver cholesterol to cells"
7,IEPA.d102.s241,Constitutive expression of PKABA1 drastically suppressed expression of low- and high-pI alpha-amylase and protease genes induced by GA
7,IEPA.d108.s251,"Long-term changes in gastrin, cholecystokinin and insulin in response to oxytocin treatment"
7,IEPA.d108.s252,"The present study was designed to investigate how repeated injections of oxytocin influence plasma levels of vagally controlled hormones such as gastrin, cholecystokinin (CCK), insulin and somatostatin, as well as of endogenous oxytocin and glucose"
7,IEPA.d108.s253,"In addition, both insulin and CCK levels were decreased in response to the oxytocin treatment when measured 3 and 10 days after the last injection (ANOVA; insulin p < 0.01, CCK p < 0.05)"
7,IEPA.d108.s254,"When the alpha2-adrenoreceptor agonist clonidine (2.5 microgram/kg intracerebroventricularly) was administered 3 days after the 5-day treatment period with oxytocin or saline, plasma levels of insulin and CCK increased significantly (p < 0.05) in the oxytocin-treated rats, when compared to saline-treated controls receiving clonidine only"
7,IEPA.d108.s255,"In conclusion, these results show that oxytocin induces long-lasting changes in plasma levels of gastrin, CCK and insulin, without affecting somatostatin or glucose levels"
7,IEPA.d125.s298,"Our data demonstrate, that activation of mitogen activated protein (MAP) kinase alone is sufficient to promote APP secretion, whereas inhibition of MAP kinase will reduce APP secretion only when phospholipase Cgamma or phosphatidylinositol 3-kinase are additionally inhibited"
8,IEPA.d0.s0,Oxytocin stimulates IP3 production in dose-dependent fashion as well
8,IEPA.d3.s4,"Inositol 1,4,5-trisphosphate and oxytocin binding in human myometrium"
8,IEPA.d16.s33,"They are needed for the catabolism of cholesterol, bile acids, and steroid hormones; they hydrolyze a number of flavonoid glycosides to anticarcinogens; and they detoxify certain carcinogens"
8,IEPA.d73.s174,"Furthermore, treatment of isolated rat diaphragms and adipocytes with PIG-P as well as with other agents exerting partially insulin-mimetic activity, such as PI-specific phospholipase C (PLC) and the sulfonylurea glimepiride, triggered tyrosine phosphorylation of the caveolar marker protein caveolin, which was apparently correlated with stimulation of lipogenesis"
8,IEPA.d73.s175,"Strikingly, in adipocytes subjected to combined trypsin/salt treatment, PIG-P, PI-specific PLC, and glimepiride failed completely to provoke insulin-mimetic effects"
8,IEPA.d82.s195,Neural site of leptin influence on neuropeptide Y signaling pathways altering feeding and uncoupling protein
8,IEPA.d82.s196,"NPY in the PVN increases feeding and decreases uncoupling protein (UCP) activity in brown fat, whereas leptin decreases NPY biosynthesis in the Arc, which presumably decreases PVN NPY"
8,IEPA.d82.s197,"Next, we determined that leptin decreases NPY and increases UCP gene expression"
8,IEPA.d83.s198,"Furthermore, immunocytochemical studies showed the A beta-induced neuronal MAC expression on the SH-SY5Y cells after CD59 was removed by PIPLC or blocked by anti-CD59 antibody"
8,IEPA.d89.s209,"UCP2, UCP3 and leptin gene expression: modulation by food restriction and leptin"
8,IEPA.d89.s210,"To determine the effects of food restriction and leptin administration on several transcripts involved in energy homeostasis, we examined leptin, uncoupling proteins (UCP) 1, 2 and 3, lipoprotein lipase (LPL), beta3-adrenergic receptors (beta3AR) and hormone-sensitive lipase (HSL) mRNA levels in brown adipose tissue (BAT) and epididymal (EWAT) and perirenal (PWAT) white adipose tissue in three groups of rats"
8,IEPA.d89.s211,"Leptin increased LPL mRNA by 80%, UCP1 mRNA twofold, and UCP3 mRNA levels by 62% in BAT, and increased UCP2 mRNA levels twofold in EWAT"
8,IEPA.d89.s212,"The present study indicates that leptin increases the gene expression of UCP2 in EWAT and that of UCP1, UCP3 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT"
8,IEPA.d94.s227,"Oxytocin (OT) is more expressed in the TEC/TNC than vasopressin (VP); insulin-like growth factor 2 (IGF-2) thymic expression predominates over IGF-1, and much more over (pro)insulin"
8,IEPA.d94.s228,"Thus, OT was proposed to be the self antigen of the neurohypophysial family, and IGF-2 the self antigen precursor of the insulin family"
8,IEPA.d98.s236,We observed that primary microglial cultures and the THP-1 monocytic cell line are stimulated by fibrillar beta-amyloid and prion peptides to activate identical tyrosine kinase-dependent inflammatory signal transduction cascades
8,IEPA.d107.s247,Molecular characterization of catalytic-subunit cDNA sequences encoding protein phosphatases 1 and 2A and study of their roles in the gibberellin-dependent Osamy-c expression in rice
8,IEPA.d107.s248,"To understand the molecular mechanism of gibberellin-dependent gene regulation, the effect of three phosphatase inhibitors on the germination of rice seeds and the expression of a target gene, the alpha-amylase gene, Osamy-c, were measured"
8,IEPA.d107.s249,"To further understand the possible role of protein phosphatases 1 and 2A in the GA-dependent expression of Osamy-c, we isolated cDNA clones encoding protein phosphatase 1 and protein phosphatase 2A from a rice aleurone cDNA library"
8,IEPA.d107.s250,"Taken together, our results suggest that protein phosphatases PP1 or PP2A are involved in the GA-dependent expression of the rice Osamy-c gene, though the PP1 or/and PP2A enzymatic activities as well as mRNA levels do not increase upon GA3 treatment"
8,IEPA.d127.s301,PI-PLC treatment of fetal guinea pig brain cultures substantially reduced the amount of Abeta40 and Abeta42 in the medium but had no effect on sAPPalpha
8,IEPA.d127.s302,"When this parental line was treated with PI-PLC, Abeta40, Abeta42, and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PI-PLC"
8,IEPA.d131.s316,"Vasopressin stimulates tyrosine phosphorylation by activation of PKC in the rat smooth muscle cell line, A-10"
8,IEPA.d131.s317,"The protein kinase C (PKC) inhibitors: staurosporine, H7 and GF109203X are able to block the AVP-stimulated phosphorylation"
8,IEPA.d131.s318,"These results indicate that PKC is upstream of the phosphorylation, a motion which is supported by the fact that the AVP-stimulated phosphorylation was downregulated by phorbol esters"
8,IEPA.d147.s357,Ten protein kinases have been assayed for their ability to phosphorylate in vitro the recombinant bovine PrP (25-242) (rbPrP)
8,IEPA.d147.s358,"With regard to CK2, phosphorylation occurs at Ser 154 with a stoichiometry of about 0.1 mol phosphate/mol rbPrP, which is doubled by mild heat treatment of rbPrP"
8,IEPA.d159.s382,"In the fasting state UCP-2 expression correlated inversely with body mass index (r = -0.45; P = 0.026), percent body fat (r = -0.41; P = 0.05), plasma insulin (r = -0.47; P = 0.02), epigastric venous fatty acids (r = -0.45; P = 0.04), and leptin (r = -0.50; P = 0.018)"
8,IEPA.d159.s383,UCP-2 expression remained inversely related with plasma leptin after controlling for percent body (r = -0.45; P = 0.038)
8,IEPA.d159.s384,"In conclusion, 1) UCP-2 messenger ribonucleic acid expression in sc adipose tissue is inversely related to adiposity and independently linked to local plasma leptin levels; and 2) UCP-2 expression is not acutely regulated by food intake, insulin, or fatty acids"
8,IEPA.d180.s431,A loop system exists between hypothalamic neuropeptide Y (NPY) and peripheral adipose tissue leptin to maintain normal body homeostasis
8,IEPA.d180.s432,"When infused i.c.v. to normal rats to mimic its central effects, leptin decreases NPY levels, thus food intake and body weight"
8,IEPA.d180.s433,Circadian fluctuations of NPY and leptin levels maintain normal body homeostasis
8,IEPA.d180.s434,"Leptin increases the expression of uncoupling proteins (UCP-1, -2, -3) and thus energy dissipation"
8,IEPA.d192.s460,"Compared with the wild type, GA induction of alpha-amylase activity in aleurone cells of d1 was greatly reduced"
8,IEPA.d192.s461,"Relative to the wild type, the GA(3)-treated aleurone layer of d1 had lower expression of Ramy1A, which encodes alpha-amylase, and OsGAMYB, which encodes a GA-inducible transcriptional factor, and no increase in expression of Ca(2 +)-ATPase"
8,IEPA.d192.s462,"However, in the presence of high GA concentrations, alpha-amylase induction occurred even in d1"
8,IEPA.d192.s463,"All these results suggest that d1 affects a part of the GA-signaling pathway, namely the induction of alpha-amylase in the aleurone layer and internode elongation"
8,IEPA.d198.s483,"Arcuate nucleus NPY mRNA increased in rats given protein-free diet, correlating with leptin rather than decreased feeding"
8,IEPA.d6.s11,Carbachol and oxytocin stimulate the generation of inositol phosphates in the guinea pig myometrium
8,IEPA.d6.s12,"In the guinea pig myometrium prelabelled with myo-[2-3H]inositol, carbachol and oxytocin enhanced a concentration-dependent and rapid release of IP3 which preceded that of IP2 and IP1"
8,IEPA.d145.s346,Aggregated beta amyloid peptide 1-40 decreases Ca2+- and cholinergic receptor-mediated phosphoinositide degradation by alteration of membrane and cytosolic phospholipase C in brain cortex
8,IEPA.d145.s347,"The effects of full-length amyloid beta protein, A(beta) (1-40), on phosphoinositide-specific phospholipase C (PLC) were investigated in synaptic plasma membranes (SPM) and cytosol prepared from the cerebral cortex of adult rats"
8,IEPA.d145.s348,"Aggregated A(beta) also decreased significantly the level of diacylglycerol, the product of PLC"
8,IEPA.d145.s349,This additionally supports the inhibitory effect of A(beta) on membrane-bound and cytosolic PLC
8,IEPA.d145.s350,"Moreover, A(beta) (1-40) significantly decreased the basal activity of the PIP2-PLC in SPM and the enzyme activity regulated through cholinergic receptors"
8,IEPA.d170.s410,"Influence of obesity and menopausal status on serum leptin, cholecystokinin, galanin and neuropeptide Y levels"
8,IEPA.d170.s411,"Obesity occurs in 60% of women after menopause and is characterized by an excess of adipose tissue that depends on several orexigenic (neuropeptide Y (NPY) stimulates carbohydrate ingestion, galanin stimulates fat intake) and anorectic (leptin, cholecystokinin (CCK)) factors"
8,IEPA.d170.s412,Both leptin and insulin can reduce hypothalamic NPY production and secretion
8,IEPA.d170.s413,"We investigated basal levels of serum leptin, CCK, galanin and NPY in 16 non-obese premenopausal women, in 15 obese premenopausal women (body mass index (BMI) 34.6 +/- 1.3 SD) and in ten obese postmenopausal women (BMI 34.7 +/- 1.5 SD) to determine the relationship between obesity, menopause and these neuropeptides"
8,IEPA.d170.s414,"Significantly increased leptin and galanin levels in postmenopausal obese women coupled with decreased NPY levels revealed some changes in the neuropeptides regulating eating behavior, which may be the reason for the onset of postmenopausal obesity"
9,IEPA.d19.s41,"Granulosa cells were isolated from bovine preovulatory follicles and cultured for 3 days with or without OT in medium supplemented with either insulin (1 microgram/ml) + 1% fetal calf serum (FCS), which maintains basal estradiol secretion, or low doses of FSH (1 and 2 ng/ml) + 1% FCS, a culture condition that maximizes effects of FSH on estradiol secretion"
9,IEPA.d36.s87,Wortmannin converts insulin but not oxytocin from an antilipolytic to a lipolytic agent in the presence of forskolin
9,IEPA.d36.s88,"The present studies compared the effects of insulin in rat adipocytes with the effects of oxytocin and peroxovanadate, which mimic some effects of insulin"
9,IEPA.d36.s89,"The antilipolytic effects of peroxovanadate and oxytocin were unaffected by 500 nmol/L wortmannin, which blocked the antilipolytic action of insulin"
9,IEPA.d36.s90,The data provide additional support for the hypothesis that oxytocin and peroxovanadate affect adipose tissue metabolism by mechanisms distinctly different from those involved in insulin action
9,IEPA.d54.s138,"This effect is maximal at 10(-8) M AVP (a concentration clearly above the normal physiological range of AVP concentrations) and involves the V2 receptor pathway, while activation of protein kinase C or changes in intracellular calcium are ineffective"
9,IEPA.d57.s146,Activation of EGFR overexpressing 3T3-L1 adipocytes leads to a 3.4 +/- 1.2-fold stimulation of PLC activity over basal levels vs. only 1.06 +/- 0.01-fold stimulation by insulin.
9,IEPA.d57.s147,"Despite the low levels of insulin-induced PLC activity, insulin-stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)"
9,IEPA.d57.s148,"Inhibition of PLC activation did not impair either EGF- or insulin-induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and insulin-induced glucose disposal can be independent of GLUT4-mediated glucose transport."
9,IEPA.d57.s149,The diminution of glucose transport secondary to inhibition of PLC activity was reflected by a decrease in GLUT4 translocation to the plasma membrane upon either EGF or insulin stimulation
9,IEPA.d62.s159,"Oxytocin-treated male rats had increased circulating levels of cholecystokinin, a tendency to increased plasma levels of insulin (p = 0.066), and relatively more adipose tissue in the thigh and interscapular region, compared with controls"
9,IEPA.d65.s163,Vasopressin-induced activation of protein kinase C in renal epithelial cells
9,IEPA.d65.s164,"AVP induced a biphasic increase in diacylglycerol generation, characterized by an initial rapid rise and then a sustained elevation, and PKC activation, reflected by phosphorylation of a specific 80 kDa myristoylated alanine-rich PKC substrate (MARCKS)"
9,IEPA.d65.s165,"These results argue that Ca(2+)-dependent PKC is involved in the action of AVP, and that of other agonists, which stimulate sodium transport"
9,IEPA.d118.s286,"Phorbol myristate acetate (TPA), an activator of PKC, elicited an increase of MAPK activity, but did not further influence the level of AVP4-8-enhanced MAPK activity; Nevertheless, the extent of CaMKII activation was attenuated by TPA"
9,IEPA.d128.s303,"A neurotoxic fragment of amyloid, Abeta 25-35, incubated in the presence of endogenous Ca2+, increased significantly the PI-PLC activity of normoxic brain"
9,IEPA.d128.s304,"In its non-aggregated form, Abeta 25-35 activates PI-PLC but in the aggregated form the enzymatic activity decreased"
9,IEPA.d128.s305,"Thus, Abeta 25-35 exerts a similar effect on the membrane-bound PI-PLC from normoxic brain or subjected to ischemia reperfusion injury"
9,IEPA.d128.s306,Ischemia-reperfusion injury had no effect on Abeta-evoked alterations of synaptic plasma membrane-bound PI-PLC
9,IEPA.d130.s312,Amyloid beta peptide 25-35 modulates hydrolysis of phosphoinositides by membrane phospholipase(s) C of adult brain cortex
9,IEPA.d130.s313,"Fresh-water-soluble A beta 25-35 activated PI-PLC in SPM markedly by two- to threefold, but this effect was absent in the presence of 2 mM CaCl2"
9,IEPA.d130.s314,"Moreover, A beta 25-35 had no effect on basal PIP2-PLC activity and cytosolic PI-PLC and PIP2-PLC"
9,IEPA.d130.s315,The aggregated form of A beta 25-35 significantly inhibited PIP2-PLC only in the presence of endogenous CaCl2
9,IEPA.d144.s345,Hypothalamic neuropeptide Y and its neuroendocrine regulation by leptin
9,IEPA.d151.s365,"Relationship among leptin, neuropeptide Y, and galanin in young women and in postmenopausal women [see comments]"
9,IEPA.d151.s366,"OBJECTIVE: To determine whether hormonal status may affect neuropeptide Y (NPY), galanin, and leptin release in postmenopausal women and in young women"
9,IEPA.d151.s367,"CONCLUSIONS: Our results suggest that the differences is plasma leptin, NPY, and galanin between postmenopausal women and young women may be related to body mass index rather than to differences in hormonal status and that the higher NPY levels in both lean and obese postmenopausal women than in young women indicate that factors other than body mass index may be involved"
9,IEPA.d160.s385,"Thus, highly expressed in human adipocytes, the Y(1) receptor sustains the strong antilipolytic effect of NPY and exerts a positive action on leptin secretion"
9,IEPA.d177.s426,"As expected, in fusion of NPY alone (18 microg/day) augmented food intake (191.6% over the initial control, P < 0.05) and produced a 25.1% weight gain in conjunction with a 10-fold increase in serum leptin concentrations at the end of the 7-day period"
9,IEPA.d177.s427,"Interestingly, coinfusion of this regimen of NPY with the highly effective anorectic and body reducing effects of CNTF (5.0 microg/day) not only prevented the CNTF-induced anorexia and weight loss, but also normalized serum leptin concentrations and hypothalamic NPY gene expression"
9,IEPA.d177.s428,"These results demonstrate that chronic central infusion to produce a persistent elevation of the cytokine at pathophysiological levels (a situation that may normally manifest during infection, injury and inflammation) produced severe anorexia and weight loss in conjunction with reduction in both serum leptin concentrations and hypothalamic NPY gene expression"
9,IEPA.d185.s442,"The ARC NPY neurones are stimulated by starvation, probably mediated by falls in circulating leptin and insulin (which both inhibit these neurones), and contribute to the increased hunger in this and other conditions of energy deficit"
9,IEPA.d185.s443,"ARC NPY neurones also mediate hyperphagia and obesity in the ob/ob and db/db mice and fa/fa rat, in which leptin inhibition is lost through mutations affecting leptin or its receptor"
9,IEPA.d196.s476,Both receive information about the nutritional status and the level of energy storage through insulin and leptin signaling mediated by specific receptors located on POMC and NPY neurons present predominantly in the arcuate nucleus (ARC).
9,IEPA.d196.s477,"When leptin signaling is defective, through a defect in either the receptor (Zucker fa/fa rat, cp/cp rat, and db/db mouse) or in the peptide itself (ob/ob mouse), the NPY system is upregulated as shown by mRNA overexpression and increased peptide release, whereas the content and/or release of some inhibitory peptides (neurotensin, cholecystokinin) are diminished."
9,IEPA.d69.s170,"During wk 6, milk yield and dry matter intake (DMI) were recorded daily, and plasma concentrations of glucose, nonesterified fatty acids, urea, protein, growth hormone, insulin, insulin-like growth factor I, oxytocin, and prolactin were determined"
9,IEPA.d75.s179,Concurrent decrease of vasopressin and protein kinase Calpha immunoreactivity during the light phase in the vole suprachiasmatic nucleus
9,IEPA.d75.s180,"Mean numbers of AVP- and protein kinase Calpha-immunoreactive neurons were determined in the suprachiasmatic nucleus of common voles, entrained to a 12:12 h light-dark (LD) cycle, at the beginning of the light period (zeitgeber time zero) and 6 h later (zeitgeber time six)"
9,IEPA.d75.s181,"At zeitgeber time zero, mean numbers of AVP- and protein kinase Calpha- immunoreactive neurons were 2194 and 9897, respectively"
9,IEPA.d95.s229,The distribution of arginine-vasopressin (AVP) cells in the SCN overlapped with that of PKC in both species
9,IEPA.d95.s230,"Species differences in the location of the Ca2+-dependent PKC isoforms suggest differences in function such as the relaying of photic or non-photic information to the clock mechanism, or the synchronization of AVP neurons and their subsequent output signals"
9,IEPA.d101.s240,"The two groups were similar in their morning thyroxin, triiodothyronine, TSH, estradiol, cortisol, gastrin, cholecystokinin, somatostatin, oxytocin, insulin and IGF-1 levels"
9,IEPA.d105.s244,The deduced consensus closely resembled gibberellin response elements in alpha-amylase promoters
10,IEPA.d20.s42,"We propose that OT binds to specific OT receptors (OTR) on the endometrium to stimulate phosphoinositide (PI) hydrolysis, thereby activating the inositol trisphosphate (IP3)-diacylglycerol (DAG) second-messenger system to promote pulsatile PGF2 alpha secretion"
10,IEPA.d20.s43,Endometrial IP3 was increased within 30 seconds after OT treatment and preceded the increase in PGF2 alpha release stimulated by OT
10,IEPA.d20.s44,"These results support the hypothesis that OT stimulates phospholipase C to hydrolyze PI, yielding IP3 and DAG second-messengers which promote endometrial PGF2 alpha release during CL regression in pigs"
10,IEPA.d23.s47,"The resulting abnormally phosphorylated PrPsc aggregates to freshly synthesized PrPc, transforming it into same; due to a system of positive feedback invoked by the organophosphate-induced blockage of a prion protein-specific protein kinase."
10,IEPA.d31.s63,"OT may rapidly stimulate inositol (1,4,5)-trisphosphate (IP3) and diacylglycerol (DAG) formation, consistent with the concept of rapid activation of a second-messenger system"
10,IEPA.d31.s64,"In support of this hypothesis, endometrial IP3 levels were increased (P < 0.05) within 0.5 min after treatment with 0.1 microM OT"
10,IEPA.d31.s65,These results indicate that OT induces endometrial IP3 production in a rapid manner indicative of a second-messenger system
10,IEPA.d38.s92,"2) IGF-1, IGF-2, and insulin also induced a Ca2+ mobilization from the endoplasmic reticulum: phospholipase C (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and insulin and totally inhibited the effect of IGF-2"
10,IEPA.d48.s123,Leptin increases uncoupling protein expression and energy expenditure
10,IEPA.d48.s124,Leptin increased BAT UCP mRNA levels greater than twofold in both ad libitum-fed and food-restricted rats
10,IEPA.d48.s125,"These data demonstrate a leptin-induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which leptin increases energy expenditure is through increased thermogenesis in BAT, including increased expression of UCP"
10,IEPA.d52.s135,"Uncoupling protein-3 is a mediator of thermogenesis regulated by thyroid hormone, beta3-adrenergic agonists, and leptin"
10,IEPA.d52.s136,"UCP3 mRNA levels were also regulated by dexamethasone, leptin, and starvation, albeit differently in muscle and brown adipose tissue"
10,IEPA.d61.s157,Secreted form of beta-amyloid precursor protein activates protein kinase C and phospholipase Cgamma1 in cultured embryonic rat neocortical cells
10,IEPA.d61.s158,"Furthermore, we demonstrate that tyrosine phosphorylation of phospholipase Cgamma1 and formation of inositol 1,4,5-trisphosphate were increased by sAPP695-stimulation"
10,IEPA.d100.s239,"If daily oxytocin injections are repeated over a 5-day period, blood pressure is decreased by 10-20 mmHg, the withdrawal latency to heat stimuli is prolonged, cortisol levels are decreased and insulin and cholecystokinin levels are increased"
10,IEPA.d109.s256,Fasting and leptin modulate adipose and muscle uncoupling protein: divergent effects between messenger ribonucleic acid and protein expression
10,IEPA.d109.s257,"In this study, we examined the effects of fasting for 2 days and exogenous s.c. leptin, 200 microg every 8 h for 2 days, on the regulation of uncoupling protein (UCP) subtypes in brown adipose tissue (BAT) and gastrocnemius muscle"
10,IEPA.d109.s258,"Leptin, compared with vehicle, did not alter BAT UCP-1 or UCP-3 mRNA or protein expression when administered to normal ad libitum fed rats"
10,IEPA.d109.s259,"Fasting significantly decreased BAT UCP-1 and UCP-3 mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of leptin to fasted rats"
10,IEPA.d109.s260,"Fasting also significantly decreased BAT UCP-1 protein expression, to 67% of control; however, that effect was not prevented by leptin treatment"
10,IEPA.d109.s261,"Fasting, with or without leptin administration, did not affect BAT UCP-2 mRNA; however, leptin administration to ad libitum fed rats significantly increased BAT UCP-2 mRNA, to 138% of control"
10,IEPA.d109.s262,"Fasting significantly enhanced gastrocnemius muscle UCP-3 mRNA (411% of control) and protein expression (168% of control), whereas leptin administration to fasted rats did not alter either of these effects"
10,IEPA.d109.s263,"In summary, UCP subtype mRNA and protein are regulated in tissue- and subtype-specific fashion by leptin and food restriction"
10,IEPA.d114.s274,"In normal pancreatic islets, UCP-2 is upregulated by leptin and is low in leptin-resistant islets of ZDF rats"
10,IEPA.d114.s275,"To determine whether UCP-2 does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in leptin-unresponsive UCP-2-underexpressing islets of diabetic ZDF rats, we transferred the UCP-2 gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats"
10,IEPA.d114.s276,"We conclude that UCP-2 has uncoupling function when overexpressed in leptin-insensitive islets and that its overexpression corrects the underexpression of the insulin gene and ameliorates glucose-stimulated insulin secretion, possibly by increasing the ATP:ADP ratio"
10,IEPA.d117.s285,"The second class of mutant, gse (GA sensitivity), differed principally in GA sensitivity, requiring approximately 100-fold higher [GA3] for both leaf elongation and alpha-amylase production by aleurone"
10,IEPA.d133.s321,"Neurotransmitters and hormones, such as arginine vasopressin (AVP) and bombesin, evoke frequency-modulated repetitive Ca2+ transients in insulin-secreting HIT-T15 cells by binding to receptors linked to phospholipase C (PLC)"
10,IEPA.d138.s327,"Insulin-like signaling in yeast: modulation of protein phosphatase 2A, protein kinase A, cAMP-specific phosphodiesterase, and glycosyl-phosphatidylinositol-specific phospholipase C activities"
10,IEPA.d138.s328,"In addition, glycosyl-phosphatidylinositol-specific phospholipase C (GPI-PLC), which in isolated rat adipocytes is activated by insulin, was stimulated to up to 5-fold by glucose and 10-fold by glucose plus insulin in both yeast spheroplasts and intact cells leading to a concentration-dependent leftward shift of the glucose-response curve for activation of the GPI-PLC"
10,IEPA.d138.s329,GPI-PLC was most pronouncedly stimulated by authentic human insulin compared to various insulin analogues and insulin-like growth factor I
